workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
4,sopa,furniture,10,sira,asul,quality,0.98,color
4,mansanas,food,11,malaki,berde,size,0.97,color
4,mesa,furniture,12,dilaw,tatsulok,color,0.99,shape
4,silya,furniture,13,asul,sira,color,0.01,quality
4,keso,food,14,makinis,aluminyo,texture,0.95,material
4,sopa,furniture,15,bulok,malambot,age,0.02,texture
4,silya,furniture,16,bulok,asul,age,0.96,color
4,sopa,furniture,17,matigas,dilaw,texture,0.97,color
4,lampara,furniture,18,sira,sariwa,quality,0.98,age
4,lampara,furniture,19,luma,berde,age,0.97,color
4,karot,food,20,makinis,sariwa,texture,0.04,age
4,saging,food,21,maganda,parihaba,quality,0.05,shape
4,lampara,furniture,22,tatsulok,mahaba,shape,0.98,size
4,mansanas,food,23,malaki,maganda,size,0.99,quality
4,kamatis,food,24,aluminyo,cuadrado,material,0.03,shape
4,keso,food,25,maganda,matigas,quality,0.93,texture
4,keso,food,26,berde,aluminyo,color,0.9,material
4,silya,furniture,27,parihaba,puti,shape,0.02,color
4,keso,food,28,luma,itim,age,0.97,color
5,saging,food,3,mahaba,malambot,size,0.45,texture
5,kamatis,food,4,pula,luma,color,0.62,age
5,lampara,furniture,5,bulok,malaki,age,0.26,size
5,mesa,furniture,6,cuadrado,mahaba,shape,0.68,size
5,saging,food,7,bulok,malaki,age,0.66,size
5,sopa,furniture,8,pula,tatsulok,color,0.43,shape
5,lampara,furniture,9,bulok,kahoy,age,0.65,material
5,lampara,furniture,10,asul,maliit,color,0.32,size
5,silya,furniture,11,maliit,sariwa,size,0.76,age
5,lampara,furniture,12,maliit,pula,size,0.77,color
5,keso,food,13,cuadrado,puti,shape,0.44,color
5,sopa,furniture,14,pula,tatsulok,color,0.67,shape
5,karot,food,15,bulok,asul,age,0.75,color
5,kamatis,food,16,sira,maliit,quality,0.23,size
5,karot,food,17,sariwa,pula,age,0.65,color
5,silya,furniture,18,matigas,pula,texture,0.76,color
5,kamatis,food,19,sariwa,puti,age,0.44,color
5,karot,food,20,luma,sira,age,0.76,quality
5,saging,food,21,berde,malaki,color,0.32,size
5,sopa,furniture,22,bakal,bago,material,0.7,age
5,kamatis,food,23,malambot,maliit,texture,0.67,size
5,keso,food,24,aluminyo,tatsulok,material,0.76,shape
5,saging,food,25,sira,luma,quality,0.7,age
5,keso,food,26,malaki,sira,size,0.23,quality
5,saging,food,27,parihaba,aluminyo,shape,0.3,material
5,lampara,furniture,28,maliit,aluminyo,size,0.27,material
6,karot,food,3,bakal,maikli,material,0.26,size
6,mesa,furniture,4,bilog,maliit,shape,0.24,size
6,silya,furniture,5,tatsulok,sira,shape,0.71,quality
6,keso,food,6,itim,bulok,color,0.66,age
6,kamatis,food,7,maganda,matigas,quality,0.6,texture
6,silya,furniture,8,aluminyo,malaki,material,0.26,size
6,silya,furniture,9,bulok,bakal,age,0.34,material
6,keso,food,10,itim,makinis,color,0.12,texture
6,mesa,furniture,11,parihaba,mahaba,shape,0.45,size
6,silya,furniture,12,bakal,itim,material,0.34,color
6,karot,food,13,luma,aluminyo,age,0.31,material
6,mansanas,food,14,pula,bakal,color,0.66,material
6,kamatis,food,15,maliit,dilaw,size,0.25,color
6,karot,food,16,bilog,mahaba,shape,0.3,size
6,mesa,furniture,17,malambot,sariwa,texture,0.73,age
6,sopa,furniture,18,matigas,dilaw,texture,0.62,color
6,mansanas,food,19,kahoy,maganda,material,0.48,quality
6,lampara,furniture,20,pula,mahaba,color,0.54,size
6,mesa,furniture,21,aluminyo,parihaba,material,0.66,shape
6,mansanas,food,22,aluminyo,mahaba,material,0.72,size
6,kamatis,food,23,malaki,malambot,size,0.33,texture
6,sopa,furniture,24,pula,sira,color,0.17,quality
6,saging,food,25,bakal,cuadrado,material,0.32,shape
6,karot,food,26,dilaw,maliit,color,0.09,size
6,mansanas,food,27,luma,cuadrado,age,0.76,shape
6,lampara,furniture,28,bilog,berde,shape,0.6,color
7,silya,furniture,3,itim,bilog,color,0.51,shape
7,keso,food,4,itim,aluminyo,color,0.32,material
7,mansanas,food,5,malaki,bakal,size,0.77,material
7,saging,food,6,aluminyo,maikli,material,0.46,size
7,kamatis,food,7,mahaba,aluminyo,size,0.59,material
7,kamatis,food,8,makinis,bilog,texture,0.51,shape
7,saging,food,9,malaki,tatsulok,size,0.67,shape
7,saging,food,10,bilog,kahoy,shape,0.58,material
7,kamatis,food,11,malaki,matigas,size,0.52,texture
7,television,furniture,12,puti,maikli,color,0.73,size
7,mesa,furniture,13,kahoy,sira,material,0.44,quality
7,mesa,furniture,14,malambot,mahaba,texture,0.55,size
7,mesa,furniture,15,asul,mahaba,color,0.61,size
7,lampara,furniture,16,luma,sira,age,0.42,quality
7,lampara,furniture,17,berde,bulok,color,0.69,age
7,silya,furniture,18,itim,maganda,color,0.22,quality
7,mansanas,food,19,luma,maganda,age,0.72,quality
7,karot,food,20,bilog,puti,shape,0.43,color
7,silya,furniture,21,puti,bilog,color,0.69,shape
7,sopa,furniture,22,parihaba,berde,shape,0.48,color
7,lampara,furniture,23,maganda,bulok,quality,0.56,age
7,lampara,furniture,24,aluminyo,tatsulok,material,0.67,shape
7,kamatis,food,25,matigas,maliit,texture,0.43,size
7,kamatis,food,26,sariwa,kahoy,age,0.66,material
7,lampara,furniture,27,bilog,bulok,shape,0.6,age
7,karot,food,28,puti,maikli,color,0.5,size
