workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
5,television,furniture,11,tatsulok,makinis,shape,0.88,texture
5,television,furniture,12,pula,luma,color,0.87,age
5,mesa,furniture,13,sira,malaki,quality,0.91,size
5,saging,food,14,malaki,parihaba,size,0.11,shape
5,keso,food,15,maikli,makinis,size,0.88,texture
5,keso,food,16,pula,bago,color,0.92,age
5,keso,food,17,maganda,aluminyo,quality,0.08,material
5,saging,food,18,bago,pula,age,0.86,color
5,mesa,furniture,19,dilaw,bakal,color,0.88,material
5,sopa,furniture,20,puti,makinis,color,0.87,texture
5,silya,furniture,21,itim,malaki,color,0.87,size
5,karot,food,22,bilog,malaki,shape,0.88,size
5,television,furniture,23,cuadrado,itim,shape,0.94,color
5,mesa,furniture,24,maliit,pula,size,0.87,color
5,mansanas,food,25,malaki,kahoy,size,0.11,material
5,keso,food,26,mahaba,parihaba,size,0.88,shape
5,saging,food,27,bilog,mahaba,shape,0.91,size
5,lampara,furniture,28,kahoy,malaki,material,0.88,size
