workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
2,karot,food,28,sira,bilog,quality,0.01,shape
3,karot,food,3,malaki,berde,size,0.64,color
3,sopa,furniture,4,cuadrado,sira,shape,0.69,quality
3,keso,food,5,sariwa,cuadrado,age,0.77,shape
3,mesa,furniture,6,bulok,cuadrado,age,0.67,shape
3,keso,food,7,asul,parihaba,color,0.63,shape
3,kamatis,food,8,makinis,sariwa,texture,0.91,age
3,kamatis,food,9,maganda,maliit,quality,0.81,size
3,kamatis,food,10,maikli,bakal,size,0.53,material
3,karot,food,11,sira,maliit,quality,0.6,size
3,mansanas,food,12,malaki,cuadrado,size,0.66,shape
3,silya,furniture,13,bakal,maganda,material,0.67,quality
3,kamatis,food,14,maganda,maikli,quality,0.67,size
3,mansanas,food,15,sariwa,pula,age,0.7,color
3,television,furniture,16,pula,tatsulok,color,0.65,shape
3,mansanas,food,17,asul,cuadrado,color,0.65,shape
3,mesa,furniture,18,itim,bago,color,0.83,age
3,keso,food,19,berde,bulok,color,0.53,age
3,saging,food,20,sariwa,mahaba,age,0.73,size
3,sopa,furniture,21,bago,sira,age,0.75,quality
3,mansanas,food,22,malambot,maikli,texture,0.68,size
3,kamatis,food,23,maganda,matigas,quality,0.72,texture
3,mansanas,food,24,bulok,sira,age,0.77,quality
3,keso,food,25,dilaw,mahaba,color,0.57,size
3,sopa,furniture,26,malaki,berde,size,0.7,color
3,keso,food,27,bulok,matigas,age,0.75,texture
3,sopa,furniture,28,itim,sariwa,color,0.64,age
4,lampara,furniture,3,mahaba,sira,size,0.73,quality
4,keso,food,4,kahoy,malambot,material,0.7,texture
4,karot,food,5,parihaba,sira,shape,1,quality
4,keso,food,6,kahoy,maganda,material,0.9,quality
4,mansanas,food,7,aluminyo,maikli,material,0.55,size
4,karot,food,8,mahaba,makinis,size,0.38,texture
4,silya,furniture,9,puti,parihaba,color,0.52,shape
4,lampara,furniture,10,malaki,sira,size,0.73,quality
4,sopa,furniture,11,malaki,asul,size,0.63,color
4,lampara,furniture,12,bilog,sira,shape,0.75,quality
4,mesa,furniture,13,maikli,puti,size,0.91,color
4,lampara,furniture,14,dilaw,malaki,color,0.96,size
4,silya,furniture,15,cuadrado,malambot,shape,0.98,texture
4,karot,food,16,parihaba,berde,shape,0.75,color
4,mansanas,food,17,luma,maikli,age,0.89,size
4,sopa,furniture,18,sira,aluminyo,quality,0.95,material
4,television,furniture,19,makinis,tatsulok,texture,0.91,shape
4,mesa,furniture,20,itim,tatsulok,color,0.94,shape
4,mansanas,food,21,bakal,matigas,material,0.78,texture
4,lampara,furniture,22,dilaw,bulok,color,0.87,age
4,mansanas,food,23,cuadrado,maikli,shape,0.9,size
4,mesa,furniture,24,bilog,maganda,shape,0.9,quality
4,kamatis,food,25,maganda,puti,quality,0.91,color
4,lampara,furniture,26,parihaba,matigas,shape,0.93,texture
4,mesa,furniture,27,bilog,makinis,shape,0.95,texture
4,lampara,furniture,28,maganda,maikli,quality,0.92,size
5,keso,food,3,pula,malambot,color,0.66,texture
5,lampara,furniture,4,malambot,itim,texture,0.66,color
5,mansanas,food,5,bago,maikli,age,0.34,size
5,mesa,furniture,6,parihaba,aluminyo,shape,0.6,material
5,mansanas,food,7,makinis,maliit,texture,0.61,size
5,television,furniture,8,berde,sariwa,color,0.62,age
5,lampara,furniture,9,cuadrado,sariwa,shape,0.7,age
5,saging,food,10,pula,malambot,color,0.68,texture
5,saging,food,11,dilaw,malaki,color,0.67,size
5,karot,food,12,maganda,sariwa,quality,0.72,age
5,lampara,furniture,13,tatsulok,kahoy,shape,0.68,material
5,lampara,furniture,14,malambot,bago,texture,0.66,age
5,silya,furniture,15,malaki,bilog,size,0.24,shape
5,karot,food,16,tatsulok,dilaw,shape,0.66,color
5,kamatis,food,17,berde,bulok,color,0.64,age
5,kamatis,food,18,maganda,malaki,quality,0.49,size
5,kamatis,food,19,luma,pula,age,0.68,color
5,mesa,furniture,20,malaki,itim,size,0.67,color
5,saging,food,21,itim,luma,color,0.81,age
5,karot,food,22,parihaba,mahaba,shape,0.63,size
5,mansanas,food,23,maganda,matigas,quality,0.54,texture
5,mesa,furniture,24,maganda,luma,quality,0.63,age
5,lampara,furniture,25,asul,maliit,color,0.53,size
5,keso,food,26,luma,kahoy,age,0.66,material
5,sopa,furniture,27,parihaba,dilaw,shape,0.66,color
5,kamatis,food,28,dilaw,malaki,color,0.62,size
6,mesa,furniture,3,berde,parihaba,color,1,shape
6,keso,food,4,bakal,maliit,material,0.98,size
6,keso,food,5,makinis,luma,texture,0.02,age
6,karot,food,6,malaki,pula,size,0.02,color
6,karot,food,7,luma,sira,age,0.03,quality
6,television,furniture,8,kahoy,dilaw,material,0.97,color
6,karot,food,9,luma,matigas,age,0.97,texture
6,keso,food,10,bago,cuadrado,age,0.04,shape
6,karot,food,11,sariwa,makinis,age,0.98,texture
6,lampara,furniture,12,bilog,maliit,shape,0.95,size
6,keso,food,13,parihaba,sariwa,shape,0.97,age
6,mesa,furniture,14,maganda,bakal,quality,0.04,material
6,karot,food,15,bilog,bulok,shape,0.98,age
6,mansanas,food,16,tatsulok,berde,shape,0,color
6,mesa,furniture,17,cuadrado,bago,shape,0.99,age
6,mansanas,food,18,sira,tatsulok,quality,0.97,shape
6,mesa,furniture,19,bakal,parihaba,material,0.99,shape
6,keso,food,20,bilog,kahoy,shape,0,material
6,lampara,furniture,21,sira,tatsulok,quality,0.05,shape
6,sopa,furniture,22,itim,parihaba,color,0.04,shape
6,silya,furniture,23,sariwa,berde,age,0.99,color
6,mansanas,food,24,maganda,bago,quality,0,age
6,television,furniture,25,parihaba,malaki,shape,1,size
6,saging,food,26,parihaba,berde,shape,0.04,color
6,saging,food,27,malambot,bulok,texture,0.01,age
6,television,furniture,28,maganda,tatsulok,quality,0.02,shape
7,silya,furniture,3,pula,sira,color,1,quality
7,kamatis,food,4,maganda,sariwa,quality,1,age
7,keso,food,5,maikli,dilaw,size,0,color
7,lampara,furniture,6,tatsulok,puti,shape,1,color
7,mesa,furniture,7,itim,bulok,color,1,age
7,lampara,furniture,8,sira,itim,quality,1,color
7,lampara,furniture,9,makinis,puti,texture,0,color
7,television,furniture,10,parihaba,bakal,shape,0,material
7,television,furniture,11,luma,bilog,age,0,shape
7,lampara,furniture,12,matigas,itim,texture,0,color
7,karot,food,13,maikli,bakal,size,0,material
7,kamatis,food,14,dilaw,tatsulok,color,1,shape
7,lampara,furniture,15,malaki,bakal,size,0,material
7,mesa,furniture,16,kahoy,luma,material,1,age
7,keso,food,17,puti,cuadrado,color,0,shape
7,sopa,furniture,18,malambot,maliit,texture,1,size
7,lampara,furniture,19,cuadrado,malambot,shape,1,texture
7,saging,food,20,sariwa,bakal,age,0,material
7,kamatis,food,21,sariwa,makinis,age,1,texture
7,saging,food,22,luma,bakal,age,0,material
7,sopa,furniture,23,berde,bulok,color,1,age
7,sopa,furniture,24,aluminyo,malaki,material,1,size
7,mesa,furniture,25,bilog,sira,shape,1,quality
7,mesa,furniture,26,aluminyo,malaki,material,1,size
7,mansanas,food,27,aluminyo,pula,material,1,color
7,karot,food,28,mahaba,tatsulok,size,0,shape
8,mesa,furniture,3,makinis,pula,texture,0.73,color
8,mansanas,food,4,pula,maikli,color,0.16,size
8,mesa,furniture,5,maikli,bulok,size,0.68,age
8,television,furniture,6,luma,sira,age,0.82,quality
8,karot,food,7,dilaw,maikli,color,0.04,size
8,keso,food,8,aluminyo,puti,material,0.19,color
8,television,furniture,9,cuadrado,itim,shape,0.82,color
8,karot,food,10,malambot,luma,texture,0.29,age
8,saging,food,11,aluminyo,luma,material,0.79,age
8,mansanas,food,12,sira,malambot,quality,0.74,texture
8,mesa,furniture,13,itim,makinis,color,0.15,texture
8,mansanas,food,14,mahaba,tatsulok,size,0.83,shape
8,silya,furniture,15,malambot,cuadrado,texture,0.15,shape
8,kamatis,food,16,maganda,luma,quality,0.95,age
8,silya,furniture,17,bago,makinis,age,0.15,texture
8,lampara,furniture,18,malaki,parihaba,size,0.05,shape
8,kamatis,food,19,pula,kahoy,color,0.16,material
8,television,furniture,20,malambot,itim,texture,0.75,color
8,keso,food,21,dilaw,luma,color,0.11,age
8,lampara,furniture,22,bakal,bilog,material,0.14,shape
8,saging,food,23,maliit,tatsulok,size,0.99,shape
8,mesa,furniture,24,kahoy,malaki,material,0.5,size
8,lampara,furniture,25,mahaba,malambot,size,0.55,texture
8,keso,food,26,bilog,bakal,shape,0.21,material
8,sopa,furniture,27,malambot,mahaba,texture,0.86,size
8,mesa,furniture,28,cuadrado,kahoy,shape,0.23,material
