workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
3,karot,food,23,malambot,dilaw,texture,0.63,color
3,television,furniture,24,kahoy,maikli,material,0.34,size
3,mansanas,food,25,makinis,maganda,texture,0.66,quality
3,karot,food,26,bilog,matigas,shape,0.6,texture
3,mansanas,food,27,pula,maliit,color,0.32,size
3,keso,food,28,maikli,itim,size,0.69,color
4,lampara,furniture,3,maikli,pula,size,0.75,color
4,karot,food,4,makinis,maganda,texture,0.12,quality
4,lampara,furniture,5,makinis,sariwa,texture,0.78,age
4,saging,food,6,maikli,kahoy,size,0.76,material
4,mesa,furniture,7,matigas,bakal,texture,0.87,material
4,television,furniture,8,aluminyo,pula,material,0.04,color
4,sopa,furniture,9,makinis,maganda,texture,0.87,quality
4,sopa,furniture,10,maikli,bilog,size,0.8,shape
4,mesa,furniture,11,luma,maganda,age,0.77,quality
4,silya,furniture,12,pula,parihaba,color,0.82,shape
4,karot,food,13,bilog,malambot,shape,0.53,texture
4,television,furniture,14,matigas,puti,texture,0.23,color
4,saging,food,15,bulok,pula,age,0.58,color
4,kamatis,food,16,dilaw,tatsulok,color,0.84,shape
4,kamatis,food,17,malambot,berde,texture,0.75,color
4,saging,food,18,maliit,tatsulok,size,0.23,shape
4,kamatis,food,19,malaki,sariwa,size,0.83,age
4,kamatis,food,20,parihaba,kahoy,shape,0.77,material
4,kamatis,food,21,pula,maikli,color,0.85,size
4,silya,furniture,22,bilog,bulok,shape,0.2,age
4,silya,furniture,23,aluminyo,dilaw,material,0.22,color
4,saging,food,24,bulok,malaki,age,0.18,size
4,lampara,furniture,25,bago,malaki,age,0.24,size
4,mansanas,food,26,maikli,parihaba,size,0.26,shape
4,keso,food,27,bakal,tatsulok,material,0.24,shape
4,kamatis,food,28,dilaw,luma,color,0.25,age
5,mesa,furniture,3,dilaw,luma,color,0.79,age
5,mansanas,food,4,parihaba,puti,shape,0.86,color
5,sopa,furniture,5,cuadrado,maganda,shape,0.74,quality
5,kamatis,food,6,maliit,pula,size,0.74,color
5,television,furniture,7,berde,luma,color,0.1,age
5,mansanas,food,8,aluminyo,mahaba,material,0.5,size
5,karot,food,9,mahaba,makinis,size,0.22,texture
5,mansanas,food,10,maganda,luma,quality,0.69,age
5,mansanas,food,11,kahoy,bulok,material,0.34,age
5,lampara,furniture,12,dilaw,malambot,color,0.71,texture
5,sopa,furniture,13,sariwa,matigas,age,0.14,texture
5,lampara,furniture,14,aluminyo,malambot,material,0.64,texture
5,silya,furniture,15,maikli,asul,size,0.34,color
5,mansanas,food,16,parihaba,maganda,shape,0.43,quality
5,karot,food,17,maikli,itim,size,0.6,color
5,television,furniture,18,mahaba,sira,size,0.5,quality
5,mansanas,food,19,bago,aluminyo,age,0.39,material
5,television,furniture,20,maliit,malambot,size,0.25,texture
5,mansanas,food,21,bago,itim,age,0.65,color
5,television,furniture,22,mahaba,puti,size,0.1,color
5,saging,food,23,asul,bakal,color,0.8,material
5,kamatis,food,24,pula,bilog,color,0.72,shape
5,saging,food,25,itim,luma,color,0.26,age
5,karot,food,26,itim,maliit,color,0.64,size
5,mesa,furniture,27,matigas,maikli,texture,0.69,size
5,kamatis,food,28,maikli,parihaba,size,0.49,shape
6,karot,food,3,malaki,puti,size,0.22,color
6,karot,food,4,aluminyo,tatsulok,material,0.74,shape
6,lampara,furniture,5,maganda,maliit,quality,0.69,size
6,lampara,furniture,6,dilaw,maikli,color,0.78,size
6,kamatis,food,7,parihaba,dilaw,shape,0.28,color
6,keso,food,8,asul,maliit,color,0.27,size
6,lampara,furniture,9,makinis,maliit,texture,0.89,size
6,kamatis,food,10,kahoy,puti,material,0.65,color
6,kamatis,food,11,bulok,malaki,age,0.29,size
6,television,furniture,12,luma,malambot,age,0.22,texture
6,keso,food,13,kahoy,sira,material,0.91,quality
6,kamatis,food,14,bulok,cuadrado,age,0.33,shape
6,saging,food,15,dilaw,malaki,color,0.31,size
6,keso,food,16,puti,mahaba,color,0.2,size
6,saging,food,17,bakal,tatsulok,material,0.85,shape
6,lampara,furniture,18,cuadrado,maganda,shape,0.13,quality
6,sopa,furniture,19,bago,asul,age,0.65,color
6,saging,food,20,maliit,sariwa,size,0.32,age
6,mansanas,food,21,bakal,asul,material,0.71,color
6,mansanas,food,22,sariwa,malambot,age,0.44,texture
6,mansanas,food,23,maikli,bilog,size,0.27,shape
6,mesa,furniture,24,maikli,malambot,size,0.68,texture
6,sopa,furniture,25,aluminyo,bilog,material,0.73,shape
6,mesa,furniture,26,sariwa,parihaba,age,0.2,shape
6,saging,food,27,sira,puti,quality,0.18,color
6,keso,food,28,kahoy,sariwa,material,0.2,age
7,lampara,furniture,3,kahoy,maganda,material,0.25,quality
7,lampara,furniture,4,parihaba,mahaba,shape,0.55,size
7,karot,food,5,makinis,sira,texture,0.79,quality
7,karot,food,6,maikli,kahoy,size,0.65,material
7,mesa,furniture,7,aluminyo,malambot,material,0.17,texture
7,sopa,furniture,8,dilaw,bago,color,0.62,age
7,mansanas,food,9,dilaw,maganda,color,0.92,quality
7,saging,food,10,luma,asul,age,0.64,color
7,mansanas,food,11,kahoy,malambot,material,0.33,texture
7,saging,food,12,aluminyo,asul,material,0.62,color
7,saging,food,13,sariwa,pula,age,0.82,color
7,kamatis,food,14,maganda,bulok,quality,0.2,age
7,karot,food,15,makinis,tatsulok,texture,0.55,shape
7,mesa,furniture,16,bilog,mahaba,shape,0.68,size
7,sopa,furniture,17,bakal,maganda,material,0.25,quality
7,mansanas,food,18,mahaba,tatsulok,size,0.89,shape
7,keso,food,19,bilog,maikli,shape,0.82,size
7,silya,furniture,20,makinis,maikli,texture,0.21,size
7,karot,food,21,parihaba,itim,shape,0.56,color
7,silya,furniture,22,malambot,malaki,texture,0.84,size
7,sopa,furniture,23,dilaw,sira,color,0.17,quality
7,mesa,furniture,24,sariwa,mahaba,age,0.48,size
7,keso,food,25,malaki,bakal,size,0.93,material
7,lampara,furniture,26,dilaw,bakal,color,0.82,material
7,silya,furniture,27,matigas,sira,texture,0.3,quality
7,mansanas,food,28,makinis,cuadrado,texture,0.76,shape
