workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
1,karot,food,16,dilaw,malaki,color,0.83,size
1,lampara,furniture,17,bilog,bulok,shape,0.83,age
1,silya,furniture,18,bilog,asul,shape,0.96,color
1,lampara,furniture,19,itim,cuadrado,color,0.14,shape
1,mansanas,food,20,malaki,matigas,size,0.9,texture
1,mansanas,food,21,makinis,parihaba,texture,0.82,shape
1,sopa,furniture,22,makinis,puti,texture,0.13,color
1,silya,furniture,23,bilog,bago,shape,0.1,age
1,mesa,furniture,24,bakal,mahaba,material,0.9,size
1,mesa,furniture,25,aluminyo,maikli,material,0.13,size
1,television,furniture,26,kahoy,bago,material,0.85,age
1,mesa,furniture,27,bago,maliit,age,0.13,size
1,karot,food,28,luma,matigas,age,0.14,texture
2,lampara,furniture,3,luma,berde,age,1,color
2,silya,furniture,4,asul,makinis,color,0.09,texture
2,saging,food,5,itim,malaki,color,0.95,size
2,kamatis,food,6,bakal,pula,material,0.04,color
2,mansanas,food,7,kahoy,asul,material,0.97,color
2,karot,food,8,sariwa,malaki,age,0.97,size
2,sopa,furniture,9,luma,matigas,age,0.02,texture
2,sopa,furniture,10,malambot,asul,texture,0.96,color
2,saging,food,11,maikli,bilog,size,0.01,shape
2,sopa,furniture,12,dilaw,makinis,color,0.03,texture
2,mansanas,food,13,sariwa,asul,age,0,color
2,television,furniture,14,tatsulok,itim,shape,1,color
2,television,furniture,15,bulok,parihaba,age,0.99,shape
2,karot,food,16,maliit,makinis,size,0.98,texture
2,sopa,furniture,17,parihaba,luma,shape,0.98,age
2,mansanas,food,18,luma,matigas,age,0.05,texture
2,silya,furniture,19,maganda,bago,quality,0.98,age
2,karot,food,20,bakal,tatsulok,material,0.96,shape
2,television,furniture,21,asul,luma,color,0.99,age
2,saging,food,22,parihaba,asul,shape,0.98,color
2,lampara,furniture,23,maliit,bilog,size,0.05,shape
2,keso,food,24,maikli,sariwa,size,0.98,age
2,mesa,furniture,25,maikli,dilaw,size,0.48,color
2,television,furniture,26,pula,matigas,color,0.98,texture
2,mansanas,food,27,berde,matigas,color,0.99,texture
2,television,furniture,28,bakal,sira,material,0,quality
3,saging,food,3,berde,bago,color,0.9,age
3,karot,food,4,pula,bulok,color,0.14,age
3,television,furniture,5,malaki,bago,size,0.05,age
3,mesa,furniture,6,dilaw,sira,color,0.14,quality
3,keso,food,7,kahoy,bago,material,0.54,age
3,karot,food,8,tatsulok,maganda,shape,0.1,quality
3,lampara,furniture,9,matigas,pula,texture,0.09,color
3,karot,food,10,maganda,cuadrado,quality,0.27,shape
3,lampara,furniture,11,cuadrado,sira,shape,0.66,quality
3,saging,food,12,bulok,kahoy,age,0.22,material
3,lampara,furniture,13,bilog,sariwa,shape,0.28,age
3,keso,food,14,itim,luma,color,0.21,age
3,silya,furniture,15,tatsulok,sira,shape,0.14,quality
3,mesa,furniture,16,matigas,tatsulok,texture,0.82,shape
3,karot,food,17,pula,malaki,color,0.77,size
3,mansanas,food,18,cuadrado,malambot,shape,0.15,texture
3,silya,furniture,19,pula,bago,color,0.87,age
3,sopa,furniture,20,makinis,pula,texture,0.14,color
3,kamatis,food,21,aluminyo,bilog,material,0.89,shape
3,mansanas,food,22,maliit,bilog,size,0.83,shape
3,keso,food,23,bago,maikli,age,0.07,size
3,karot,food,24,mahaba,asul,size,0.51,color
3,sopa,furniture,25,bakal,malaki,material,0.18,size
3,mansanas,food,26,bago,cuadrado,age,0.82,shape
3,mansanas,food,27,sariwa,mahaba,age,0.74,size
3,keso,food,28,dilaw,parihaba,color,0.28,shape
4,television,furniture,3,mahaba,kahoy,size,1,material
4,kamatis,food,4,bakal,berde,material,0.27,color
4,lampara,furniture,5,maganda,maliit,quality,0.36,size
4,kamatis,food,6,maikli,malambot,size,0.7,texture
4,television,furniture,7,berde,bulok,color,0.35,age
4,lampara,furniture,8,bilog,itim,shape,0.34,color
4,lampara,furniture,9,bakal,maganda,material,0.69,quality
4,mesa,furniture,10,sariwa,kahoy,age,0.66,material
4,mesa,furniture,11,bulok,bakal,age,0.34,material
4,silya,furniture,12,parihaba,asul,shape,0.8,color
4,silya,furniture,13,sariwa,parihaba,age,0.74,shape
4,television,furniture,14,sira,bakal,quality,0.76,material
4,sopa,furniture,15,maikli,maganda,size,0.82,quality
4,karot,food,16,makinis,bulok,texture,0.71,age
4,television,furniture,17,matigas,tatsulok,texture,0.19,shape
4,sopa,furniture,18,pula,matigas,color,0.26,texture
4,lampara,furniture,19,dilaw,kahoy,color,0.73,material
4,kamatis,food,20,bakal,dilaw,material,0.86,color
4,keso,food,21,pula,maganda,color,0.81,quality
4,saging,food,22,malambot,kahoy,texture,0.2,material
4,lampara,furniture,23,makinis,asul,texture,0.77,color
4,keso,food,24,maliit,makinis,size,0.24,texture
4,lampara,furniture,25,sira,bago,quality,0.78,age
4,lampara,furniture,26,maganda,sariwa,quality,0.75,age
4,television,furniture,27,bilog,itim,shape,0.72,color
4,television,furniture,28,mahaba,luma,size,0.2,age
5,keso,food,3,matigas,maliit,texture,0.62,size
5,silya,furniture,4,pula,bulok,color,0.66,age
5,sopa,furniture,5,maganda,makinis,quality,0.47,texture
5,silya,furniture,6,bilog,bakal,shape,0.8,material
5,kamatis,food,7,asul,mahaba,color,0.62,size
5,silya,furniture,8,asul,mahaba,color,0.35,size
5,saging,food,9,bago,maikli,age,0.78,size
5,karot,food,10,parihaba,matigas,shape,0.57,texture
5,keso,food,11,asul,luma,color,0.4,age
5,keso,food,12,maikli,bago,size,0.77,age
5,silya,furniture,13,berde,makinis,color,0.47,texture
5,karot,food,14,berde,bago,color,0.81,age
5,silya,furniture,15,aluminyo,parihaba,material,0.31,shape
5,lampara,furniture,16,bakal,tatsulok,material,0.7,shape
5,television,furniture,17,makinis,tatsulok,texture,0.49,shape
5,mesa,furniture,18,asul,malambot,color,0.8,texture
5,lampara,furniture,19,matigas,pula,texture,0.43,color
5,television,furniture,20,itim,mahaba,color,0.69,size
5,saging,food,21,aluminyo,asul,material,0.46,color
5,mansanas,food,22,malambot,dilaw,texture,0.77,color
5,keso,food,23,bilog,maganda,shape,0.41,quality
5,television,furniture,24,maliit,pula,size,0.72,color
5,keso,food,25,pula,bago,color,0.41,age
5,karot,food,26,dilaw,cuadrado,color,0.7,shape
5,mansanas,food,27,bulok,berde,age,0.52,color
5,lampara,furniture,28,bulok,maliit,age,0.54,size
6,saging,food,3,makinis,itim,texture,0.71,color
6,sopa,furniture,4,luma,kahoy,age,0.31,material
6,sopa,furniture,5,mahaba,asul,size,0.69,color
6,saging,food,6,kahoy,dilaw,material,0.67,color
6,sopa,furniture,7,malaki,bulok,size,0.7,age
6,saging,food,8,makinis,maliit,texture,0.74,size
6,lampara,furniture,9,parihaba,maliit,shape,0.68,size
6,television,furniture,10,parihaba,malaki,shape,0.75,size
6,mansanas,food,11,malaki,maganda,size,0.69,quality
6,lampara,furniture,12,bilog,berde,shape,0.67,color
6,mansanas,food,13,bago,tatsulok,age,0.69,shape
6,saging,food,14,malaki,maganda,size,0.68,quality
6,lampara,furniture,15,kahoy,malambot,material,0.68,texture
6,karot,food,16,pula,luma,color,0.64,age
6,mansanas,food,17,itim,bilog,color,0.69,shape
6,lampara,furniture,18,berde,luma,color,0.68,age
6,mansanas,food,19,sira,pula,quality,0.69,color
6,mesa,furniture,20,malambot,malaki,texture,0.65,size
6,karot,food,21,parihaba,mahaba,shape,0.74,size
6,mansanas,food,22,pula,malambot,color,0.67,texture
6,mesa,furniture,23,bago,cuadrado,age,0.39,shape
6,mansanas,food,24,luma,puti,age,0.43,color
6,keso,food,25,maganda,luma,quality,0.65,age
6,karot,food,26,maikli,aluminyo,size,0.32,material
6,karot,food,27,puti,maikli,color,0.72,size
6,sopa,furniture,28,bulok,matigas,age,0.62,texture
7,lampara,furniture,3,maganda,kahoy,quality,0.79,material
7,mesa,furniture,4,aluminyo,pula,material,0.83,color
7,karot,food,5,luma,maganda,age,0.21,quality
7,keso,food,6,bilog,puti,shape,0.85,color
7,television,furniture,7,berde,kahoy,color,0.96,material
7,karot,food,8,malaki,matigas,size,0.9,texture
7,silya,furniture,9,malambot,luma,texture,0,age
7,mesa,furniture,10,matigas,bakal,texture,0.03,material
7,saging,food,11,maikli,kahoy,size,0.05,material
7,kamatis,food,12,itim,malaki,color,1,size
7,silya,furniture,13,tatsulok,itim,shape,0.02,color
7,mansanas,food,14,matigas,bilog,texture,0.02,shape
7,keso,food,15,mahaba,berde,size,0.03,color
7,silya,furniture,16,maikli,sira,size,0.9,quality
7,karot,food,17,tatsulok,itim,shape,0.02,color
7,keso,food,18,kahoy,bago,material,0.03,age
7,keso,food,19,maliit,luma,size,0,age
7,mansanas,food,20,parihaba,kahoy,shape,0.02,material
7,lampara,furniture,21,bago,mahaba,age,0.95,size
7,mansanas,food,22,berde,maikli,color,0.02,size
7,kamatis,food,23,malaki,luma,size,0.97,age
7,mansanas,food,24,bakal,malambot,material,0.97,texture
7,saging,food,25,itim,luma,color,0.92,age
7,keso,food,26,bulok,aluminyo,age,0.03,material
7,karot,food,27,parihaba,matigas,shape,0.94,texture
7,sopa,furniture,28,itim,aluminyo,color,0.96,material
8,television,furniture,3,sariwa,tatsulok,age,0.8,shape
8,lampara,furniture,4,dilaw,bakal,color,0.85,material
8,silya,furniture,5,sariwa,itim,age,0.87,color
8,karot,food,6,mahaba,tatsulok,size,0.81,shape
8,silya,furniture,7,asul,bulok,color,0.84,age
8,saging,food,8,maikli,maganda,size,0.85,quality
8,karot,food,9,mahaba,aluminyo,size,0.91,material
8,keso,food,10,makinis,puti,texture,0.9,color
8,karot,food,11,cuadrado,bulok,shape,0.8,age
8,television,furniture,12,aluminyo,parihaba,material,0.8,shape
8,karot,food,13,tatsulok,luma,shape,0.8,age
8,saging,food,14,matigas,bakal,texture,0.85,material
8,lampara,furniture,15,bilog,sariwa,shape,0.82,age
8,television,furniture,16,maliit,pula,size,0.82,color
8,sopa,furniture,17,malambot,cuadrado,texture,0.83,shape
8,keso,food,18,makinis,bago,texture,0.85,age
8,keso,food,19,puti,parihaba,color,0.87,shape
8,sopa,furniture,20,bakal,itim,material,0.88,color
8,karot,food,21,asul,malaki,color,0.91,size
8,keso,food,22,pula,bakal,color,0.9,material
8,sopa,furniture,23,bakal,itim,material,0.89,color
8,keso,food,24,cuadrado,bakal,shape,0.81,material
8,sopa,furniture,25,matigas,cuadrado,texture,0.84,shape
8,sopa,furniture,26,bakal,tatsulok,material,0.8,shape
8,television,furniture,27,bakal,cuadrado,material,0.84,shape
8,kamatis,food,28,sira,berde,quality,0.95,color
