workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
4,sopa,furniture,3,luma,bakal,age,0.18,material
4,keso,food,4,sira,dilaw,quality,0.9,color
4,sopa,furniture,5,malaki,pula,size,0.74,color
4,karot,food,6,asul,bago,color,0.29,age
4,television,furniture,7,aluminyo,berde,material,0.36,color
4,mesa,furniture,8,pula,bulok,color,0.73,age
4,mesa,furniture,9,parihaba,maganda,shape,0.96,quality
4,karot,food,10,puti,bilog,color,0.14,shape
4,mesa,furniture,11,malambot,sira,texture,0.07,quality
4,keso,food,12,makinis,mahaba,texture,0.1,size
4,lampara,furniture,13,parihaba,mahaba,shape,0.91,size
4,sopa,furniture,14,dilaw,maliit,color,0.03,size
4,keso,food,15,parihaba,bakal,shape,0.94,material
4,keso,food,16,bago,bilog,age,0.91,shape
4,mesa,furniture,17,malambot,parihaba,texture,0.13,shape
4,silya,furniture,18,maliit,makinis,size,0.1,texture
4,television,furniture,19,matigas,bago,texture,0,age
4,karot,food,20,bulok,mahaba,age,0,size
4,sopa,furniture,21,malambot,pula,texture,0.12,color
4,saging,food,22,berde,sariwa,color,0.07,age
4,mesa,furniture,23,sira,maikli,quality,0.95,size
4,lampara,furniture,24,matigas,puti,texture,0.08,color
4,keso,food,25,matigas,luma,texture,0.18,age
4,television,furniture,26,itim,maikli,color,0.75,size
4,kamatis,food,27,cuadrado,maliit,shape,0.86,size
4,kamatis,food,28,matigas,maikli,texture,0.15,size
5,saging,food,3,dilaw,luma,color,0,age
5,silya,furniture,4,dilaw,makinis,color,1,texture
5,mesa,furniture,5,puti,tatsulok,color,0.98,shape
5,silya,furniture,6,luma,mahaba,age,0.04,size
5,keso,food,7,itim,sariwa,color,0.96,age
5,karot,food,8,itim,parihaba,color,0.97,shape
5,sopa,furniture,9,asul,luma,color,0.99,age
5,saging,food,10,maikli,pula,size,0.02,color
5,keso,food,11,maganda,dilaw,quality,0.97,color
5,lampara,furniture,12,maganda,malambot,quality,0.97,texture
5,mesa,furniture,13,luma,puti,age,0.01,color
5,sopa,furniture,14,bakal,sira,material,0.98,quality
5,karot,food,15,asul,malambot,color,0.98,texture
5,keso,food,16,luma,makinis,age,0.97,texture
5,lampara,furniture,17,sariwa,cuadrado,age,0.02,shape
5,television,furniture,18,maganda,bakal,quality,0.02,material
5,television,furniture,19,bago,dilaw,age,0.03,color
5,kamatis,food,20,maganda,puti,quality,0.03,color
5,karot,food,21,makinis,asul,texture,0.03,color
5,silya,furniture,22,asul,tatsulok,color,0.97,shape
5,mesa,furniture,23,tatsulok,maliit,shape,0.02,size
5,television,furniture,24,sira,matigas,quality,0.02,texture
5,television,furniture,25,makinis,maganda,texture,0.99,quality
5,mansanas,food,26,itim,kahoy,color,0.03,material
5,mesa,furniture,27,itim,luma,color,0.98,age
5,mesa,furniture,28,bilog,bago,shape,0.05,age
6,mesa,furniture,3,sariwa,parihaba,age,0.65,shape
6,mansanas,food,4,matigas,sariwa,texture,0.16,age
6,silya,furniture,5,maganda,maikli,quality,0.1,size
6,saging,food,6,sira,malaki,quality,0.22,size
6,lampara,furniture,7,parihaba,puti,shape,0.85,color
6,sopa,furniture,8,bago,malambot,age,0.09,texture
6,karot,food,9,bilog,asul,shape,0.19,color
6,television,furniture,10,bulok,malaki,age,0.09,size
6,mansanas,food,11,cuadrado,sariwa,shape,0.3,age
6,kamatis,food,12,parihaba,itim,shape,0.41,color
6,karot,food,13,maliit,puti,size,0.25,color
6,saging,food,14,bulok,bakal,age,0.22,material
6,silya,furniture,15,asul,bilog,color,0.18,shape
6,keso,food,16,malaki,kahoy,size,0.1,material
6,lampara,furniture,17,bago,pula,age,0,color
6,kamatis,food,18,puti,malambot,color,0.85,texture
6,lampara,furniture,19,dilaw,maikli,color,0.87,size
6,mansanas,food,20,parihaba,bulok,shape,0.83,age
6,keso,food,21,maganda,tatsulok,quality,0.18,shape
6,kamatis,food,22,makinis,bulok,texture,0.2,age
6,karot,food,23,sira,malaki,quality,0.52,size
6,karot,food,24,sariwa,puti,age,0.55,color
6,sopa,furniture,25,itim,luma,color,0.5,age
6,television,furniture,26,bakal,bago,material,0.92,age
6,karot,food,27,sariwa,kahoy,age,0.14,material
6,karot,food,28,bakal,cuadrado,material,0.17,shape
7,karot,food,3,maikli,maganda,size,0,quality
7,mansanas,food,4,maikli,aluminyo,size,1,material
7,saging,food,5,bilog,puti,shape,1,color
7,silya,furniture,6,sira,mahaba,quality,0,size
7,mansanas,food,7,aluminyo,mahaba,material,1,size
7,mesa,furniture,8,maliit,bago,size,0,age
7,lampara,furniture,9,maikli,bulok,size,0,age
7,sopa,furniture,10,puti,malaki,color,1,size
7,mesa,furniture,11,maganda,bago,quality,0,age
7,television,furniture,12,mahaba,luma,size,1,age
7,lampara,furniture,13,puti,luma,color,0,age
7,lampara,furniture,14,itim,sariwa,color,0,age
7,silya,furniture,15,makinis,parihaba,texture,1,shape
7,lampara,furniture,16,asul,bakal,color,0,material
7,keso,food,17,maliit,malambot,size,1,texture
7,sopa,furniture,18,aluminyo,pula,material,1,color
7,sopa,furniture,19,kahoy,maikli,material,0,size
7,karot,food,20,maliit,sira,size,0,quality
7,mesa,furniture,21,sira,berde,quality,1,color
7,silya,furniture,22,aluminyo,sira,material,0,quality
7,lampara,furniture,23,dilaw,bulok,color,0,age
7,lampara,furniture,24,malaki,aluminyo,size,0,material
7,kamatis,food,25,makinis,bago,texture,0,age
7,television,furniture,26,sariwa,maganda,age,1,quality
7,saging,food,27,bakal,dilaw,material,0,color
7,karot,food,28,tatsulok,asul,shape,1,color
