workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
1,silya,furniture,18,asul,sira,color,0.37,quality
1,keso,food,19,kahoy,tatsulok,material,0.7,shape
1,kamatis,food,20,parihaba,aluminyo,shape,0.09,material
1,saging,food,21,matigas,dilaw,texture,0.12,color
1,mesa,furniture,22,malambot,aluminyo,texture,0.86,material
1,mesa,furniture,23,kahoy,asul,material,0.23,color
1,lampara,furniture,24,matigas,maliit,texture,0.69,size
1,sopa,furniture,25,kahoy,parihaba,material,0.67,shape
1,karot,food,26,puti,maliit,color,0.74,size
1,saging,food,27,pula,bulok,color,0.09,age
1,saging,food,28,malambot,sira,texture,0.84,quality
2,saging,food,3,itim,maikli,color,0.11,size
2,kamatis,food,4,bilog,malambot,shape,0.1,texture
2,television,furniture,5,cuadrado,maganda,shape,0.78,quality
2,kamatis,food,6,cuadrado,kahoy,shape,0.21,material
2,television,furniture,7,luma,pula,age,0.77,color
2,mansanas,food,8,dilaw,matigas,color,0.24,texture
2,mesa,furniture,9,maikli,bago,size,0.85,age
2,keso,food,10,sira,maliit,quality,0.85,size
2,mansanas,food,11,maganda,bilog,quality,0.82,shape
2,saging,food,12,bakal,malaki,material,0.25,size
2,kamatis,food,13,kahoy,sira,material,0.32,quality
2,kamatis,food,14,tatsulok,maikli,shape,0.74,size
2,television,furniture,15,sariwa,sira,age,0.75,quality
2,mansanas,food,16,pula,bulok,color,0.82,age
2,kamatis,food,17,parihaba,sariwa,shape,0.17,age
2,kamatis,food,18,matigas,sariwa,texture,0.25,age
2,mesa,furniture,19,makinis,bakal,texture,0.75,material
2,kamatis,food,20,luma,mahaba,age,0.81,size
2,television,furniture,21,tatsulok,maganda,shape,0.24,quality
2,mansanas,food,22,aluminyo,bilog,material,0.18,shape
2,mesa,furniture,23,makinis,berde,texture,0.22,color
2,karot,food,24,berde,cuadrado,color,0.76,shape
2,sopa,furniture,25,mahaba,bulok,size,0.86,age
2,silya,furniture,26,makinis,bago,texture,0.19,age
2,karot,food,27,dilaw,bago,color,0.83,age
2,sopa,furniture,28,bilog,berde,shape,0.18,color
3,kamatis,food,3,cuadrado,dilaw,shape,0.19,color
3,keso,food,4,maliit,bilog,size,0.22,shape
3,kamatis,food,5,tatsulok,maganda,shape,0.91,quality
3,keso,food,6,matigas,sariwa,texture,0.81,age
3,keso,food,7,itim,bilog,color,0.16,shape
3,lampara,furniture,8,makinis,parihaba,texture,0.07,shape
3,mesa,furniture,9,mahaba,pula,size,0.77,color
3,mesa,furniture,10,bakal,bilog,material,0.01,shape
3,karot,food,11,kahoy,matigas,material,0.02,texture
3,kamatis,food,12,parihaba,asul,shape,0.09,color
3,keso,food,13,kahoy,maganda,material,0.02,quality
3,mesa,furniture,14,malaki,asul,size,0.09,color
3,karot,food,15,pula,bago,color,0.9,age
3,sopa,furniture,16,itim,sira,color,0.9,quality
3,kamatis,food,17,bakal,sariwa,material,0.88,age
3,mansanas,food,18,pula,bilog,color,0.11,shape
3,sopa,furniture,19,cuadrado,sariwa,shape,0.9,age
3,mesa,furniture,20,bulok,bilog,age,0.9,shape
3,mansanas,food,21,itim,mahaba,color,0.91,size
3,lampara,furniture,22,itim,maganda,color,0.92,quality
3,silya,furniture,23,puti,makinis,color,0.01,texture
3,silya,furniture,24,maikli,sira,size,0.14,quality
3,television,furniture,25,luma,berde,age,0.06,color
3,karot,food,26,luma,aluminyo,age,0.82,material
3,mansanas,food,27,cuadrado,aluminyo,shape,0.96,material
3,kamatis,food,28,sira,luma,quality,0.04,age
4,lampara,furniture,3,bakal,maliit,material,0.78,size
4,lampara,furniture,4,tatsulok,matigas,shape,0.42,texture
4,kamatis,food,5,malaki,bago,size,0.35,age
4,kamatis,food,6,dilaw,malaki,color,0.63,size
4,mansanas,food,7,maganda,parihaba,quality,0.77,shape
4,mansanas,food,8,malambot,kahoy,texture,0.39,material
4,saging,food,9,bago,tatsulok,age,0.31,shape
4,karot,food,10,bago,makinis,age,0.73,texture
4,karot,food,11,parihaba,kahoy,shape,0.46,material
4,saging,food,12,maganda,pula,quality,0.68,color
4,television,furniture,13,itim,mahaba,color,0.3,size
4,television,furniture,14,kahoy,maliit,material,0.4,size
4,silya,furniture,15,aluminyo,sariwa,material,0.65,age
4,silya,furniture,16,parihaba,luma,shape,0.54,age
4,silya,furniture,17,aluminyo,mahaba,material,0.75,size
4,mesa,furniture,18,tatsulok,asul,shape,0.74,color
4,silya,furniture,19,bilog,makinis,shape,0.51,texture
4,silya,furniture,20,bago,malaki,age,0.71,size
4,kamatis,food,21,sira,tatsulok,quality,0.38,shape
4,mansanas,food,22,maganda,makinis,quality,0.34,texture
4,silya,furniture,23,maganda,kahoy,quality,0.67,material
4,saging,food,24,bilog,makinis,shape,0.63,texture
4,lampara,furniture,25,bulok,aluminyo,age,0.32,material
4,keso,food,26,itim,parihaba,color,0.48,shape
4,saging,food,27,matigas,mahaba,texture,0.66,size
4,television,furniture,28,asul,maikli,color,0.33,size
5,saging,food,3,makinis,aluminyo,texture,0.56,material
5,saging,food,4,sariwa,makinis,age,0.28,texture
5,sopa,furniture,5,sariwa,mahaba,age,0.33,size
5,mesa,furniture,6,bago,asul,age,0.69,color
5,television,furniture,7,sariwa,parihaba,age,0.25,shape
5,silya,furniture,8,matigas,sariwa,texture,0.59,age
5,sopa,furniture,9,kahoy,matigas,material,0.25,texture
5,kamatis,food,10,pula,bulok,color,0.66,age
5,keso,food,11,makinis,maganda,texture,0.29,quality
5,television,furniture,12,malambot,sira,texture,0.65,quality
5,lampara,furniture,13,matigas,sira,texture,0.35,quality
5,sopa,furniture,14,malambot,dilaw,texture,0.67,color
5,karot,food,15,itim,makinis,color,0.32,texture
5,mansanas,food,16,sira,bakal,quality,0.41,material
5,karot,food,17,luma,itim,age,0.72,color
5,keso,food,18,sira,bulok,quality,0.6,age
5,kamatis,food,19,berde,bakal,color,0.24,material
5,karot,food,20,bulok,dilaw,age,0.68,color
5,karot,food,21,cuadrado,berde,shape,0.47,color
5,silya,furniture,22,malaki,matigas,size,0.28,texture
5,mansanas,food,23,matigas,pula,texture,0.74,color
5,karot,food,24,itim,cuadrado,color,0.44,shape
5,sopa,furniture,25,bilog,pula,shape,0.76,color
5,karot,food,26,sira,bulok,quality,0.8,age
5,lampara,furniture,27,tatsulok,maikli,shape,0.23,size
5,lampara,furniture,28,parihaba,malambot,shape,0.72,texture
6,mansanas,food,3,pula,maganda,color,0.56,quality
6,sopa,furniture,4,maganda,bago,quality,0.73,age
6,television,furniture,5,luma,malaki,age,0.15,size
6,karot,food,6,bilog,pula,shape,0.44,color
6,kamatis,food,7,maliit,puti,size,0.81,color
6,saging,food,8,kahoy,dilaw,material,0.82,color
6,kamatis,food,9,malaki,matigas,size,0.53,texture
6,television,furniture,10,bakal,puti,material,0.29,color
6,saging,food,11,parihaba,sira,shape,0.31,quality
6,lampara,furniture,12,berde,kahoy,color,0.85,material
6,keso,food,13,maliit,bilog,size,0.51,shape
6,karot,food,14,puti,tatsulok,color,0.81,shape
6,television,furniture,15,luma,bilog,age,0.38,shape
6,lampara,furniture,16,bago,malaki,age,0.69,size
6,mesa,furniture,17,sira,berde,quality,0.62,color
6,mansanas,food,18,malaki,sariwa,size,0.6,age
6,keso,food,19,malaki,maganda,size,0.46,quality
6,keso,food,20,kahoy,maganda,material,0.44,quality
6,saging,food,21,malambot,parihaba,texture,0.34,shape
6,mansanas,food,22,maliit,dilaw,size,0.73,color
6,silya,furniture,23,malaki,tatsulok,size,0.68,shape
6,keso,food,24,maliit,itim,size,0.67,color
6,saging,food,25,pula,tatsulok,color,0.49,shape
6,saging,food,26,maganda,malambot,quality,0.77,texture
6,keso,food,27,parihaba,kahoy,shape,0.62,material
6,keso,food,28,maganda,makinis,quality,0.46,texture
7,saging,food,3,itim,parihaba,color,0.44,shape
7,keso,food,4,malambot,bakal,texture,0.14,material
7,keso,food,5,bilog,sariwa,shape,0.9,age
7,mesa,furniture,6,aluminyo,makinis,material,0.27,texture
7,mesa,furniture,7,maliit,berde,size,0.25,color
7,sopa,furniture,8,puti,tatsulok,color,0.73,shape
7,keso,food,9,bakal,malaki,material,0.27,size
7,mesa,furniture,10,malambot,parihaba,texture,0.52,shape
7,silya,furniture,11,parihaba,malambot,shape,0.9,texture
7,keso,food,12,bulok,maganda,age,0.81,quality
7,lampara,furniture,13,tatsulok,pula,shape,0.84,color
7,kamatis,food,14,sariwa,malaki,age,0.79,size
7,mansanas,food,15,pula,matigas,color,0.08,texture
7,sopa,furniture,16,sariwa,aluminyo,age,0.09,material
7,silya,furniture,17,aluminyo,bulok,material,0.12,age
7,mesa,furniture,18,malambot,malaki,texture,0.29,size
7,saging,food,19,kahoy,malaki,material,0.85,size
7,mesa,furniture,20,makinis,tatsulok,texture,0.69,shape
7,saging,food,21,bakal,puti,material,0.81,color
7,lampara,furniture,22,aluminyo,luma,material,0.18,age
7,saging,food,23,sariwa,bakal,age,0.22,material
7,sopa,furniture,24,malaki,malambot,size,0.12,texture
7,television,furniture,25,tatsulok,sariwa,shape,0.14,age
7,saging,food,26,bulok,parihaba,age,0.88,shape
7,mansanas,food,27,aluminyo,malaki,material,0.84,size
7,television,furniture,28,bulok,kahoy,age,0.07,material
8,television,furniture,3,tatsulok,maganda,shape,0.64,quality
8,lampara,furniture,4,bakal,puti,material,0.67,color
8,sopa,furniture,5,sira,bakal,quality,0.51,material
8,karot,food,6,bago,malaki,age,0.76,size
8,television,furniture,7,cuadrado,puti,shape,0.42,color
8,silya,furniture,8,maikli,berde,size,0.82,color
8,mansanas,food,9,pula,maikli,color,0.75,size
8,keso,food,10,bakal,asul,material,0.71,color
8,saging,food,11,luma,itim,age,0.74,color
8,lampara,furniture,12,aluminyo,bilog,material,0.62,shape
8,keso,food,13,maganda,makinis,quality,0.8,texture
8,karot,food,14,bilog,bakal,shape,0.71,material
8,karot,food,15,asul,malaki,color,0.83,size
8,mesa,furniture,16,maganda,bakal,quality,0.63,material
8,mesa,furniture,17,maganda,malambot,quality,0.79,texture
8,mansanas,food,18,luma,malaki,age,0.76,size
8,kamatis,food,19,kahoy,malambot,material,0.8,texture
8,keso,food,20,puti,bulok,color,0.65,age
8,saging,food,21,bago,bilog,age,0.84,shape
8,keso,food,22,maganda,bilog,quality,0.9,shape
8,saging,food,23,matigas,bago,texture,0.73,age
8,saging,food,24,bago,itim,age,0.74,color
8,mansanas,food,25,maikli,dilaw,size,0.88,color
8,kamatis,food,26,malaki,malambot,size,0.86,texture
8,karot,food,27,sariwa,aluminyo,age,0.73,material
8,kamatis,food,28,tatsulok,kahoy,shape,0.54,material
