workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class,language,born,enjoyment,gender,age,comments,assess,agemove,live,dialects,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,ay hindi,pula,television,0.62,furniture,13,color,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay,bago,mansanas,0.66,food,14,age,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay hindi,bilog,keso,0.73,food,15,shape,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay hindi,asul,television,0.76,furniture,16,color,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay,maliit,kamatis,0.81,food,17,size,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay hindi,maganda,saging,0.84,food,18,quality,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay,makinis,kamatis,0.81,food,19,texture,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay,itim,mesa,0.81,furniture,20,color,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay,luma,mansanas,0.8,food,21,age,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay,bulok,saging,0.68,food,22,age,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay,matigas,mansanas,0.67,food,23,texture,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay,bakal,lampara,0.69,furniture,24,material,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay hindi,sira,television,0.75,furniture,25,quality,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay hindi,puti,silya,0.77,furniture,26,color,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay,kahoy,sopa,0.8,furniture,27,material,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
0,ay hindi,maikli,keso,0.85,food,28,size,1,Other,2,Female,1989,66,NA,1,Other,2,2,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,37XITHEISX5W3QDMJ8E5PUSOWOXRC6,0,Submitted,Tue Feb 27 09:24:53 PST 2018,Mon Feb 26 16:42:55 PST 2018,Mon Feb 26 16:44:53 PST 2018,,,,,,[],1.85905
1,ay hindi,pula,sopa,0.45,furniture,3,color,linguahe,USA,0,Male,yes,good,No,ibang lugar,USA,isalita,0,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3QUO65DNQVKPS726D7I1P59PS1KOU4,1,Submitted,Tue Feb 27 09:25:16 PST 2018,Mon Feb 26 16:42:46 PST 2018,Mon Feb 26 16:45:16 PST 2018,,,,,,[],2.31545
1,ay,dilaw,lampara,0.55,furniture,4,color,linguahe,USA,0,Male,yes,good,No,ibang lugar,USA,isalita,0,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3QUO65DNQVKPS726D7I1P59PS1KOU4,1,Submitted,Tue Feb 27 09:25:16 PST 2018,Mon Feb 26 16:42:46 PST 2018,Mon Feb 26 16:45:16 PST 2018,,,,,,[],2.31545
1,ay hindi,bago,mansanas,0.66,food,5,age,linguahe,USA,0,Male,yes,good,No,ibang lugar,USA,isalita,0,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3QUO65DNQVKPS726D7I1P59PS1KOU4,1,Submitted,Tue Feb 27 09:25:16 PST 2018,Mon Feb 26 16:42:46 PST 2018,Mon Feb 26 16:45:16 PST 2018,,,,,,[],2.31545
1,ay hindi,malaki,saging,0.76,food,6,size,linguahe,USA,0,Male,yes,good,No,ibang lugar,USA,isalita,0,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3QUO65DNQVKPS726D7I1P59PS1KOU4,1,Submitted,Tue Feb 27 09:25:16 PST 2018,Mon Feb 26 16:42:46 PST 2018,Mon Feb 26 16:45:16 PST 2018,,,,,,[],2.31545
