workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
3,lampara,furniture,9,maliit,aluminyo,size,0.65,material
3,karot,food,10,parihaba,pula,shape,0.37,color
3,keso,food,11,bakal,asul,material,0.54,color
3,lampara,furniture,12,luma,kahoy,age,0.7,material
3,keso,food,13,sira,sariwa,quality,0.38,age
3,lampara,furniture,14,maikli,dilaw,size,0.62,color
3,saging,food,15,pula,cuadrado,color,0.71,shape
3,kamatis,food,16,tatsulok,bago,shape,0.41,age
3,mansanas,food,17,berde,malambot,color,0.56,texture
3,mansanas,food,18,matigas,bago,texture,0.31,age
3,karot,food,19,dilaw,malaki,color,0.68,size
3,television,furniture,20,luma,asul,age,0.58,color
3,mansanas,food,21,maganda,itim,quality,0.77,color
3,silya,furniture,22,pula,bago,color,0.45,age
3,keso,food,23,bakal,mahaba,material,0.78,size
3,silya,furniture,24,parihaba,berde,shape,0.49,color
3,lampara,furniture,25,mahaba,maganda,size,0.81,quality
3,kamatis,food,26,dilaw,maganda,color,0.41,quality
3,lampara,furniture,27,parihaba,pula,shape,0.68,color
3,keso,food,28,mahaba,tatsulok,size,0.34,shape
4,mesa,furniture,3,cuadrado,makinis,shape,0.87,texture
4,karot,food,4,aluminyo,luma,material,0.91,age
4,mansanas,food,5,makinis,bago,texture,0.83,age
4,mesa,furniture,6,malambot,luma,texture,0.84,age
4,mesa,furniture,7,bilog,aluminyo,shape,0.92,material
4,silya,furniture,8,bago,makinis,age,0.86,texture
4,sopa,furniture,9,makinis,aluminyo,texture,0.87,material
4,mansanas,food,10,maliit,bakal,size,0.8,material
4,mesa,furniture,11,bago,berde,age,0.74,color
4,television,furniture,12,kahoy,mahaba,material,0.94,size
4,silya,furniture,13,cuadrado,bago,shape,0.81,age
4,television,furniture,14,sira,makinis,quality,0.79,texture
4,saging,food,15,parihaba,asul,shape,0.89,color
4,kamatis,food,16,maganda,bakal,quality,0.87,material
4,lampara,furniture,17,sariwa,mahaba,age,0.85,size
4,sopa,furniture,18,luma,itim,age,0.79,color
4,sopa,furniture,19,berde,maikli,color,0.82,size
4,mesa,furniture,20,dilaw,matigas,color,0.82,texture
4,lampara,furniture,21,berde,maikli,color,0.81,size
4,mansanas,food,22,matigas,kahoy,texture,0.86,material
4,silya,furniture,23,bulok,makinis,age,0.86,texture
4,karot,food,24,pula,bulok,color,0.8,age
4,saging,food,25,pula,cuadrado,color,0.88,shape
4,saging,food,26,malambot,aluminyo,texture,0.81,material
4,mesa,furniture,27,aluminyo,maliit,material,0.9,size
4,saging,food,28,matigas,itim,texture,0.81,color
5,saging,food,3,kahoy,itim,material,0.35,color
5,mansanas,food,4,aluminyo,malambot,material,0.44,texture
5,sopa,furniture,5,makinis,bago,texture,0.48,age
5,karot,food,6,dilaw,parihaba,color,0.66,shape
5,mansanas,food,7,sariwa,mahaba,age,0.41,size
5,sopa,furniture,8,luma,maganda,age,0.12,quality
5,lampara,furniture,9,kahoy,malambot,material,0.32,texture
5,sopa,furniture,10,bakal,malaki,material,0.5,size
5,mesa,furniture,11,itim,bago,color,0.77,age
5,karot,food,12,matigas,itim,texture,0.52,color
5,sopa,furniture,13,aluminyo,malambot,material,0.74,texture
5,sopa,furniture,14,malambot,bulok,texture,0.62,age
5,kamatis,food,15,berde,parihaba,color,0.09,shape
5,keso,food,16,maliit,bilog,size,0.22,shape
5,lampara,furniture,17,bilog,bakal,shape,0.33,material
5,television,furniture,18,maikli,kahoy,size,0.43,material
5,saging,food,19,bulok,kahoy,age,0.57,material
5,mansanas,food,20,luma,maganda,age,0.69,quality
5,sopa,furniture,21,parihaba,malaki,shape,0.73,size
5,karot,food,22,asul,sariwa,color,0.91,age
5,lampara,furniture,23,aluminyo,parihaba,material,1,shape
5,sopa,furniture,24,tatsulok,malambot,shape,0.36,texture
5,keso,food,25,dilaw,maganda,color,0.41,quality
5,keso,food,26,aluminyo,pula,material,0.41,color
5,lampara,furniture,27,luma,parihaba,age,0.37,shape
5,mansanas,food,28,bilog,malambot,shape,0.55,texture
6,saging,food,3,malambot,maganda,texture,0.57,quality
6,kamatis,food,4,matigas,parihaba,texture,0.54,shape
6,karot,food,5,kahoy,malaki,material,0.45,size
6,kamatis,food,6,maikli,aluminyo,size,0.39,material
6,silya,furniture,7,bakal,sariwa,material,0.71,age
6,lampara,furniture,8,maikli,sira,size,0.56,quality
6,keso,food,9,mahaba,dilaw,size,0.48,color
6,mansanas,food,10,bakal,maikli,material,0.73,size
6,karot,food,11,parihaba,maganda,shape,0.66,quality
6,lampara,furniture,12,sariwa,itim,age,0.5,color
6,mansanas,food,13,malambot,pula,texture,0.56,color
6,kamatis,food,14,luma,malaki,age,0.41,size
6,sopa,furniture,15,luma,mahaba,age,0.61,size
6,saging,food,16,malaki,bakal,size,0.78,material
6,mesa,furniture,17,bulok,maikli,age,0.32,size
6,mansanas,food,18,malaki,dilaw,size,0.57,color
6,kamatis,food,19,maikli,maganda,size,0.4,quality
6,silya,furniture,20,tatsulok,puti,shape,0.67,color
6,keso,food,21,matigas,bulok,texture,0.49,age
6,silya,furniture,22,sira,dilaw,quality,0.71,color
6,television,furniture,23,maikli,kahoy,size,0.47,material
6,silya,furniture,24,makinis,pula,texture,0.59,color
6,keso,food,25,bakal,malambot,material,0.33,texture
6,saging,food,26,sira,puti,quality,0.62,color
6,saging,food,27,bakal,pula,material,0.39,color
6,sopa,furniture,28,cuadrado,puti,shape,0.64,color
7,lampara,furniture,3,parihaba,dilaw,shape,0.94,color
7,sopa,furniture,4,maikli,itim,size,0.96,color
7,sopa,furniture,5,bago,tatsulok,age,0.93,shape
7,kamatis,food,6,parihaba,pula,shape,0.88,color
7,mansanas,food,7,berde,sira,color,0.8,quality
7,saging,food,8,maliit,bilog,size,0.9,shape
7,mesa,furniture,9,itim,tatsulok,color,0.9,shape
7,lampara,furniture,10,bilog,bakal,shape,0.58,material
7,kamatis,food,11,dilaw,maikli,color,0.71,size
7,silya,furniture,12,bakal,bilog,material,0.77,shape
7,lampara,furniture,13,pula,bago,color,0.34,age
7,mansanas,food,14,parihaba,pula,shape,0.75,color
7,lampara,furniture,15,mahaba,puti,size,0.79,color
7,saging,food,16,sira,bakal,quality,0.71,material
7,silya,furniture,17,cuadrado,sira,shape,0.8,quality
7,keso,food,18,makinis,itim,texture,0.77,color
7,silya,furniture,19,makinis,bilog,texture,0.83,shape
7,lampara,furniture,20,sira,malaki,quality,0.87,size
7,mesa,furniture,21,matigas,aluminyo,texture,0.88,material
7,lampara,furniture,22,malambot,cuadrado,texture,0.6,shape
7,lampara,furniture,23,dilaw,sira,color,0.62,quality
7,mansanas,food,24,bago,tatsulok,age,0.93,shape
7,television,furniture,25,cuadrado,malambot,shape,0.78,texture
7,lampara,furniture,26,berde,bilog,color,0.83,shape
7,sopa,furniture,27,bago,asul,age,0.77,color
7,karot,food,28,puti,kahoy,color,0.73,material
8,television,furniture,3,sariwa,maliit,age,0.52,size
8,mansanas,food,4,berde,bilog,color,0.68,shape
8,kamatis,food,5,tatsulok,sira,shape,0.55,quality
8,keso,food,6,malaki,sira,size,0.61,quality
8,lampara,furniture,7,bago,sira,age,0.46,quality
8,sopa,furniture,8,makinis,tatsulok,texture,0.58,shape
8,saging,food,9,parihaba,maganda,shape,0.65,quality
8,kamatis,food,10,parihaba,kahoy,shape,0.63,material
8,silya,furniture,11,malaki,matigas,size,0.57,texture
8,sopa,furniture,12,maganda,bakal,quality,0.61,material
8,television,furniture,13,maganda,tatsulok,quality,0.56,shape
8,keso,food,14,mahaba,sira,size,0.6,quality
8,mesa,furniture,15,bakal,sira,material,0.6,quality
8,sopa,furniture,16,pula,maganda,color,0.64,quality
8,kamatis,food,17,sariwa,asul,age,0.56,color
8,mesa,furniture,18,sira,matigas,quality,0.62,texture
8,television,furniture,19,asul,tatsulok,color,0.53,shape
8,karot,food,20,puti,malambot,color,0.56,texture
8,karot,food,21,dilaw,aluminyo,color,0.65,material
8,lampara,furniture,22,cuadrado,sariwa,shape,0.62,age
8,keso,food,23,maikli,puti,size,0.59,color
8,sopa,furniture,24,sariwa,matigas,age,0.51,texture
8,sopa,furniture,25,maganda,bulok,quality,0.49,age
8,kamatis,food,26,maliit,kahoy,size,0.51,material
8,mansanas,food,27,malaki,itim,size,0.54,color
8,mansanas,food,28,sariwa,tatsulok,age,0.58,shape
