workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
4,mansanas,food,13,maganda,kahoy,quality,0.36,material
4,lampara,furniture,14,kahoy,cuadrado,material,0.47,shape
4,sopa,furniture,15,makinis,asul,texture,0.55,color
4,keso,food,16,malaki,bakal,size,0.36,material
4,kamatis,food,17,luma,asul,age,0.72,color
4,mesa,furniture,18,sira,bakal,quality,0.56,material
4,saging,food,19,bilog,malaki,shape,0.79,size
4,kamatis,food,20,asul,bulok,color,0.52,age
4,television,furniture,21,mahaba,tatsulok,size,0.54,shape
4,karot,food,22,makinis,asul,texture,0.79,color
4,mesa,furniture,23,kahoy,asul,material,0.34,color
4,television,furniture,24,makinis,kahoy,texture,0.18,material
4,karot,food,25,mahaba,pula,size,0.64,color
4,mansanas,food,26,mahaba,matigas,size,0.53,texture
4,television,furniture,27,malambot,itim,texture,0.35,color
4,television,furniture,28,aluminyo,sariwa,material,0.75,age
5,mesa,furniture,3,sira,malaki,quality,0.44,size
5,sopa,furniture,4,parihaba,itim,shape,0.75,color
5,karot,food,5,bakal,sariwa,material,0.44,age
5,sopa,furniture,6,makinis,berde,texture,0.83,color
5,kamatis,food,7,kahoy,maikli,material,0.21,size
5,saging,food,8,bilog,kahoy,shape,0.51,material
5,lampara,furniture,9,makinis,malaki,texture,0.28,size
5,silya,furniture,10,malambot,bilog,texture,0.93,shape
5,sopa,furniture,11,bakal,bulok,material,0.49,age
5,mansanas,food,12,cuadrado,makinis,shape,0.24,texture
5,sopa,furniture,13,malambot,bulok,texture,0.67,age
5,silya,furniture,14,malambot,sira,texture,0.4,quality
5,lampara,furniture,15,luma,parihaba,age,0.66,shape
5,keso,food,16,puti,maikli,color,0.58,size
5,karot,food,17,kahoy,bago,material,0.49,age
5,mesa,furniture,18,berde,bilog,color,0.51,shape
5,television,furniture,19,malambot,maikli,texture,0.82,size
5,saging,food,20,mahaba,kahoy,size,0.4,material
5,silya,furniture,21,bakal,bulok,material,0.61,age
5,kamatis,food,22,bulok,maikli,age,0.44,size
5,saging,food,23,parihaba,sariwa,shape,0.65,age
5,karot,food,24,bago,itim,age,0.74,color
5,mesa,furniture,25,bilog,bulok,shape,0.83,age
5,keso,food,26,dilaw,sira,color,0.47,quality
5,silya,furniture,27,cuadrado,sira,shape,0.86,quality
5,television,furniture,28,maikli,bulok,size,0.86,age
6,karot,food,3,dilaw,bulok,color,0.46,age
6,saging,food,4,puti,mahaba,color,0.61,size
6,karot,food,5,bulok,puti,age,0.55,color
6,sopa,furniture,6,maliit,bilog,size,0.28,shape
6,television,furniture,7,maliit,makinis,size,0.78,texture
6,lampara,furniture,8,bakal,itim,material,0.26,color
6,lampara,furniture,9,itim,maganda,color,0.6,quality
6,mansanas,food,10,kahoy,sariwa,material,0.23,age
6,lampara,furniture,11,berde,maganda,color,0.37,quality
6,sopa,furniture,12,puti,tatsulok,color,0.83,shape
6,lampara,furniture,13,itim,bago,color,0.8,age
6,television,furniture,14,maliit,itim,size,0.23,color
6,karot,food,15,parihaba,itim,shape,0.38,color
6,television,furniture,16,bulok,bilog,age,0.43,shape
6,television,furniture,17,maliit,bilog,size,0.55,shape
6,mansanas,food,18,pula,bulok,color,0.63,age
6,saging,food,19,matigas,maganda,texture,0.61,quality
6,lampara,furniture,20,makinis,mahaba,texture,0.42,size
6,saging,food,21,aluminyo,bulok,material,0.75,age
6,kamatis,food,22,maliit,luma,size,0.34,age
6,mansanas,food,23,malaki,luma,size,0.46,age
6,mansanas,food,24,aluminyo,pula,material,0.72,color
6,silya,furniture,25,sira,bulok,quality,0.56,age
6,saging,food,26,pula,matigas,color,0.55,texture
6,kamatis,food,27,makinis,bago,texture,0.63,age
6,lampara,furniture,28,luma,puti,age,0.56,color
7,sopa,furniture,3,malambot,dilaw,texture,0.77,color
7,karot,food,4,asul,bilog,color,0.37,shape
7,television,furniture,5,luma,maliit,age,0.79,size
7,mansanas,food,6,sira,parihaba,quality,0.22,shape
7,mesa,furniture,7,pula,luma,color,0.84,age
7,sopa,furniture,8,dilaw,sariwa,color,0.22,age
7,television,furniture,9,bulok,maikli,age,0.8,size
7,karot,food,10,luma,tatsulok,age,0.91,shape
7,sopa,furniture,11,mahaba,bakal,size,0.19,material
7,television,furniture,12,parihaba,dilaw,shape,0.85,color
7,lampara,furniture,13,maikli,matigas,size,0.09,texture
7,kamatis,food,14,bulok,malambot,age,0.02,texture
7,television,furniture,15,makinis,maganda,texture,0.1,quality
7,kamatis,food,16,bilog,mahaba,shape,0.93,size
7,karot,food,17,dilaw,maganda,color,0.12,quality
7,silya,furniture,18,cuadrado,mahaba,shape,0.95,size
7,karot,food,19,maliit,sariwa,size,0.15,age
7,lampara,furniture,20,bakal,puti,material,0.97,color
7,mansanas,food,21,sira,berde,quality,0.16,color
7,karot,food,22,cuadrado,puti,shape,0.88,color
7,karot,food,23,bulok,maliit,age,0.19,size
7,kamatis,food,24,mahaba,puti,size,0.84,color
7,kamatis,food,25,aluminyo,cuadrado,material,0.19,shape
7,lampara,furniture,26,bilog,puti,shape,0.85,color
7,sopa,furniture,27,bakal,luma,material,0.26,age
7,karot,food,28,cuadrado,berde,shape,0.92,color
8,lampara,furniture,3,bakal,maganda,material,0.26,quality
8,karot,food,4,mahaba,sira,size,0.54,quality
8,silya,furniture,5,luma,bakal,age,0.47,material
8,mesa,furniture,6,puti,bilog,color,0.57,shape
8,lampara,furniture,7,makinis,sariwa,texture,0.73,age
8,mansanas,food,8,itim,malaki,color,0.81,size
8,sopa,furniture,9,malambot,mahaba,texture,0.63,size
8,kamatis,food,10,asul,bilog,color,0.47,shape
8,kamatis,food,11,aluminyo,makinis,material,0.54,texture
8,mesa,furniture,12,mahaba,aluminyo,size,0.36,material
8,lampara,furniture,13,berde,makinis,color,0.48,texture
8,silya,furniture,14,parihaba,sira,shape,0.62,quality
8,karot,food,15,malaki,dilaw,size,0.51,color
8,saging,food,16,bilog,kahoy,shape,0.5,material
8,silya,furniture,17,asul,sira,color,0.48,quality
8,karot,food,18,malambot,bilog,texture,0.52,shape
8,sopa,furniture,19,luma,makinis,age,0.5,texture
8,silya,furniture,20,sira,cuadrado,quality,0.69,shape
8,lampara,furniture,21,bulok,puti,age,0.58,color
8,karot,food,22,berde,malaki,color,0.46,size
8,silya,furniture,23,aluminyo,itim,material,0.71,color
8,television,furniture,24,maikli,matigas,size,0.47,texture
8,mansanas,food,25,sira,aluminyo,quality,0.42,material
8,karot,food,26,maliit,bago,size,0.48,age
8,sopa,furniture,27,asul,bilog,color,0.51,shape
8,television,furniture,28,makinis,maikli,texture,0.55,size
