workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
3,sopa,furniture,20,malambot,bulok,texture,0.47,age
3,kamatis,food,21,sira,pula,quality,0.2,color
3,karot,food,22,kahoy,maliit,material,0.84,size
3,television,furniture,23,dilaw,makinis,color,0.8,texture
3,keso,food,24,asul,cuadrado,color,0.94,shape
3,keso,food,25,sira,makinis,quality,0.45,texture
3,silya,furniture,26,berde,parihaba,color,1,shape
3,karot,food,27,bakal,maikli,material,0.95,size
3,karot,food,28,maliit,bilog,size,0,shape
4,mesa,furniture,3,mahaba,asul,size,0,color
4,sopa,furniture,4,makinis,cuadrado,texture,0,shape
4,silya,furniture,5,maikli,sira,size,0.23,quality
4,lampara,furniture,6,bakal,tatsulok,material,0.25,shape
4,keso,food,7,bulok,malaki,age,0.96,size
4,kamatis,food,8,mahaba,makinis,size,0.89,texture
4,mesa,furniture,9,dilaw,makinis,color,0.94,texture
4,mesa,furniture,10,maikli,cuadrado,size,0.01,shape
4,mansanas,food,11,sira,malaki,quality,0.82,size
4,lampara,furniture,12,sira,asul,quality,0.06,color
4,silya,furniture,13,malaki,pula,size,0.11,color
4,saging,food,14,bulok,dilaw,age,0.2,color
4,keso,food,15,asul,kahoy,color,0.08,material
4,saging,food,16,matigas,sariwa,texture,0.09,age
4,kamatis,food,17,sariwa,maikli,age,0.13,size
4,lampara,furniture,18,parihaba,bakal,shape,0.17,material
4,karot,food,19,maliit,berde,size,0.09,color
4,karot,food,20,luma,makinis,age,0.9,texture
4,sopa,furniture,21,maganda,bilog,quality,0.17,shape
4,television,furniture,22,kahoy,maikli,material,0.33,size
4,lampara,furniture,23,maikli,itim,size,0.36,color
4,sopa,furniture,24,asul,bago,color,0.23,age
4,mansanas,food,25,parihaba,maliit,shape,0.79,size
4,lampara,furniture,26,bulok,matigas,age,0.71,texture
4,mesa,furniture,27,kahoy,berde,material,0.68,color
4,mansanas,food,28,matigas,kahoy,texture,0.25,material
5,television,furniture,3,aluminyo,sariwa,material,0.23,age
5,television,furniture,4,sira,kahoy,quality,0.01,material
5,silya,furniture,5,bago,malaki,age,0.15,size
5,silya,furniture,6,bilog,matigas,shape,0.82,texture
5,mansanas,food,7,itim,aluminyo,color,0.68,material
5,television,furniture,8,malambot,mahaba,texture,0.81,size
5,sopa,furniture,9,cuadrado,maganda,shape,0.52,quality
5,karot,food,10,tatsulok,matigas,shape,0.28,texture
5,keso,food,11,bakal,maliit,material,0.72,size
5,silya,furniture,12,maganda,sariwa,quality,0.23,age
5,karot,food,13,bulok,pula,age,0.05,color
5,saging,food,14,maliit,asul,size,0.23,color
5,saging,food,15,sira,maliit,quality,0.58,size
5,kamatis,food,16,mahaba,itim,size,0.23,color
5,silya,furniture,17,luma,malaki,age,0.91,size
5,sopa,furniture,18,tatsulok,asul,shape,0.92,color
5,saging,food,19,dilaw,sira,color,0,quality
5,mansanas,food,20,parihaba,puti,shape,0.79,color
5,kamatis,food,21,mahaba,makinis,size,0.67,texture
5,sopa,furniture,22,parihaba,bulok,shape,0.41,age
5,television,furniture,23,bago,dilaw,age,0.51,color
5,mansanas,food,24,bulok,malambot,age,0.5,texture
5,mansanas,food,25,bago,kahoy,age,0.06,material
5,saging,food,26,sira,cuadrado,quality,0.17,shape
5,mesa,furniture,27,cuadrado,maliit,shape,0.87,size
5,keso,food,28,sira,cuadrado,quality,0.58,shape
6,mansanas,food,3,bulok,mahaba,age,0.04,size
6,television,furniture,4,kahoy,pula,material,0.98,color
6,karot,food,5,aluminyo,maganda,material,0.99,quality
6,sopa,furniture,6,bago,puti,age,0.03,color
6,sopa,furniture,7,malaki,cuadrado,size,0.03,shape
6,kamatis,food,8,mahaba,cuadrado,size,0.03,shape
6,saging,food,9,bakal,cuadrado,material,0.93,shape
6,mansanas,food,10,puti,luma,color,0.98,age
6,keso,food,11,itim,malaki,color,0.97,size
6,television,furniture,12,maganda,aluminyo,quality,0.04,material
6,saging,food,13,aluminyo,sira,material,0.99,quality
6,mesa,furniture,14,bago,tatsulok,age,0.06,shape
6,lampara,furniture,15,aluminyo,tatsulok,material,0.05,shape
6,kamatis,food,16,maganda,parihaba,quality,0.06,shape
6,saging,food,17,itim,maikli,color,0.95,size
6,karot,food,18,aluminyo,bago,material,0.98,age
6,television,furniture,19,malambot,pula,texture,0.94,color
6,saging,food,20,malambot,luma,texture,0.96,age
6,lampara,furniture,21,bakal,maganda,material,0.95,quality
6,silya,furniture,22,makinis,itim,texture,0.05,color
6,mansanas,food,23,bilog,maliit,shape,0.94,size
6,karot,food,24,sariwa,malambot,age,0.06,texture
6,mesa,furniture,25,sira,mahaba,quality,0.05,size
6,silya,furniture,26,luma,bilog,age,0.03,shape
6,sopa,furniture,27,maliit,berde,size,0.03,color
6,karot,food,28,asul,maganda,color,0.94,quality
7,mansanas,food,3,maganda,bakal,quality,0.86,material
7,saging,food,4,bakal,mahaba,material,0.49,size
7,silya,furniture,5,cuadrado,aluminyo,shape,0.33,material
7,saging,food,6,puti,mahaba,color,0.66,size
7,mansanas,food,7,dilaw,kahoy,color,0.54,material
7,television,furniture,8,malaki,dilaw,size,0.49,color
7,mesa,furniture,9,maganda,malambot,quality,0.68,texture
7,saging,food,10,kahoy,pula,material,0.45,color
7,keso,food,11,aluminyo,mahaba,material,0.48,size
7,lampara,furniture,12,matigas,sira,texture,0.81,quality
7,kamatis,food,13,maikli,itim,size,0.36,color
7,sopa,furniture,14,parihaba,sariwa,shape,0.72,age
7,mansanas,food,15,bakal,sira,material,0.67,quality
7,sopa,furniture,16,bago,bilog,age,0.62,shape
7,sopa,furniture,17,itim,kahoy,color,0.67,material
7,lampara,furniture,18,cuadrado,pula,shape,0.75,color
7,mesa,furniture,19,matigas,dilaw,texture,0.12,color
7,karot,food,20,makinis,luma,texture,0.51,age
7,lampara,furniture,21,maliit,itim,size,0.53,color
7,kamatis,food,22,matigas,puti,texture,0.68,color
7,lampara,furniture,23,bilog,sira,shape,0.3,quality
7,saging,food,24,maikli,bago,size,0.62,age
7,lampara,furniture,25,cuadrado,bago,shape,0.41,age
7,mansanas,food,26,maikli,kahoy,size,0.44,material
7,saging,food,27,sariwa,berde,age,0.61,color
7,karot,food,28,itim,malaki,color,0.35,size
8,karot,food,3,tatsulok,maikli,shape,0.51,size
8,sopa,furniture,4,bakal,puti,material,0.53,color
8,mansanas,food,5,malaki,maganda,size,0.56,quality
8,karot,food,6,bakal,berde,material,0.52,color
8,television,furniture,7,malaki,bago,size,0.56,age
8,saging,food,8,bakal,maganda,material,0.5,quality
8,mesa,furniture,9,makinis,bulok,texture,0.45,age
8,sopa,furniture,10,bulok,bakal,age,0.51,material
8,keso,food,11,sariwa,itim,age,0.46,color
8,keso,food,12,bakal,bilog,material,0.44,shape
8,mansanas,food,13,puti,cuadrado,color,0.49,shape
8,kamatis,food,14,bilog,maikli,shape,0.54,size
8,kamatis,food,15,aluminyo,asul,material,0.43,color
8,keso,food,16,berde,malaki,color,0.46,size
8,mesa,furniture,17,kahoy,bago,material,0.48,age
8,karot,food,18,malambot,bakal,texture,0.51,material
8,mansanas,food,19,asul,bakal,color,0.51,material
8,mesa,furniture,20,sariwa,pula,age,0.53,color
8,karot,food,21,mahaba,maganda,size,0.54,quality
8,mansanas,food,22,malaki,itim,size,0.54,color
8,television,furniture,23,bakal,pula,material,0.51,color
8,lampara,furniture,24,kahoy,parihaba,material,0.72,shape
8,karot,food,25,bilog,sariwa,shape,0.4,age
8,television,furniture,26,bilog,matigas,shape,0.64,texture
8,saging,food,27,luma,maganda,age,0.52,quality
8,mansanas,food,28,pula,bulok,color,0.5,age
