workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
2,sopa,furniture,5,kahoy,bago,material,0.51,age
2,television,furniture,6,maganda,malaki,quality,0.24,size
2,mesa,furniture,7,aluminyo,pula,material,0.41,color
2,keso,food,8,maliit,pula,size,0.35,color
2,karot,food,9,kahoy,sariwa,material,0.48,age
2,sopa,furniture,10,maliit,berde,size,0.48,color
2,keso,food,11,bakal,malambot,material,0.68,texture
2,karot,food,12,aluminyo,bulok,material,0.52,age
2,television,furniture,13,sira,maliit,quality,0.65,size
2,silya,furniture,14,maliit,tatsulok,size,0.37,shape
2,saging,food,15,parihaba,malaki,shape,0.54,size
2,lampara,furniture,16,malambot,berde,texture,0.51,color
2,keso,food,17,tatsulok,kahoy,shape,0.61,material
2,sopa,furniture,18,itim,malambot,color,0.42,texture
2,kamatis,food,19,parihaba,malaki,shape,0.56,size
2,saging,food,20,berde,bago,color,0.66,age
2,kamatis,food,21,kahoy,puti,material,0.62,color
2,mansanas,food,22,makinis,berde,texture,0.62,color
2,keso,food,23,maliit,aluminyo,size,0.6,material
2,kamatis,food,24,maikli,parihaba,size,0.38,shape
2,silya,furniture,25,kahoy,malambot,material,0.45,texture
2,kamatis,food,26,cuadrado,puti,shape,0.56,color
2,kamatis,food,27,maganda,bago,quality,0.22,age
2,mesa,furniture,28,matigas,sariwa,texture,0.77,age
3,keso,food,3,tatsulok,makinis,shape,0.6,texture
3,television,furniture,4,parihaba,puti,shape,0.81,color
3,saging,food,5,kahoy,makinis,material,0.71,texture
3,mesa,furniture,6,parihaba,maganda,shape,0.63,quality
3,karot,food,7,pula,bakal,color,0.63,material
3,keso,food,8,bulok,cuadrado,age,0.79,shape
3,karot,food,9,bago,mahaba,age,0.65,size
3,silya,furniture,10,maganda,berde,quality,0.63,color
3,mansanas,food,11,parihaba,luma,shape,0.82,age
3,television,furniture,12,kahoy,bilog,material,0.64,shape
3,silya,furniture,13,sariwa,aluminyo,age,0.68,material
3,keso,food,14,maganda,berde,quality,0.7,color
3,mansanas,food,15,aluminyo,luma,material,0.81,age
3,keso,food,16,bago,kahoy,age,0.71,material
3,sopa,furniture,17,maliit,sariwa,size,0.55,age
3,saging,food,18,aluminyo,cuadrado,material,0.61,shape
3,lampara,furniture,19,matigas,parihaba,texture,0.53,shape
3,keso,food,20,bulok,aluminyo,age,0.64,material
3,sopa,furniture,21,bago,kahoy,age,0.54,material
3,mansanas,food,22,maliit,sariwa,size,0.67,age
3,keso,food,23,sariwa,asul,age,0.57,color
3,mesa,furniture,24,bago,maganda,age,0.57,quality
3,saging,food,25,kahoy,makinis,material,0.65,texture
3,kamatis,food,26,bago,matigas,age,0.69,texture
3,karot,food,27,sariwa,makinis,age,0.67,texture
3,lampara,furniture,28,pula,parihaba,color,0.71,shape
4,mansanas,food,3,makinis,asul,texture,1,color
4,silya,furniture,4,makinis,tatsulok,texture,0,shape
4,mansanas,food,5,parihaba,asul,shape,1,color
4,saging,food,6,asul,kahoy,color,0,material
4,saging,food,7,matigas,luma,texture,0,age
4,karot,food,8,pula,tatsulok,color,1,shape
4,sopa,furniture,9,itim,bulok,color,1,age
4,lampara,furniture,10,sira,sariwa,quality,1,age
4,lampara,furniture,11,dilaw,malambot,color,1,texture
4,kamatis,food,12,asul,maikli,color,0,size
4,keso,food,13,bilog,maikli,shape,1,size
4,sopa,furniture,14,mahaba,makinis,size,0,texture
4,saging,food,15,sira,malambot,quality,1,texture
4,mesa,furniture,16,maliit,asul,size,1,color
4,mansanas,food,17,berde,bulok,color,0,age
4,television,furniture,18,dilaw,kahoy,color,0,material
4,karot,food,19,mahaba,parihaba,size,1,shape
4,mansanas,food,20,tatsulok,luma,shape,0,age
4,keso,food,21,matigas,bago,texture,1,age
4,karot,food,22,sariwa,makinis,age,1,texture
4,silya,furniture,23,bago,pula,age,1,color
4,karot,food,24,makinis,tatsulok,texture,0,shape
4,television,furniture,25,asul,bilog,color,0,shape
4,television,furniture,26,bulok,maganda,age,1,quality
4,sopa,furniture,27,sira,makinis,quality,0,texture
4,keso,food,28,malaki,kahoy,size,0,material
5,kamatis,food,3,pula,kahoy,color,0.82,material
5,lampara,furniture,4,maganda,maliit,quality,0.12,size
5,silya,furniture,5,dilaw,mahaba,color,0.05,size
5,saging,food,6,parihaba,sira,shape,0.92,quality
5,karot,food,7,bilog,maliit,shape,0.07,size
5,lampara,furniture,8,maliit,bilog,size,0.95,shape
5,mansanas,food,9,asul,cuadrado,color,0.87,shape
5,lampara,furniture,10,makinis,bago,texture,0.02,age
5,sopa,furniture,11,aluminyo,bulok,material,0.94,age
5,mesa,furniture,12,parihaba,berde,shape,0.02,color
5,saging,food,13,maganda,sariwa,quality,0.06,age
5,keso,food,14,puti,aluminyo,color,0.03,material
5,silya,furniture,15,asul,bulok,color,0.06,age
5,sopa,furniture,16,maikli,puti,size,0.06,color
5,mansanas,food,17,puti,sira,color,0.92,quality
5,silya,furniture,18,aluminyo,puti,material,0.02,color
5,mesa,furniture,19,cuadrado,sira,shape,0,quality
5,kamatis,food,20,maganda,luma,quality,0.02,age
5,sopa,furniture,21,luma,matigas,age,0.92,texture
5,saging,food,22,maikli,cuadrado,size,0.02,shape
5,sopa,furniture,23,bago,bakal,age,0.06,material
5,television,furniture,24,maikli,bulok,size,0.09,age
5,mesa,furniture,25,sariwa,makinis,age,0.92,texture
5,television,furniture,26,cuadrado,kahoy,shape,0.87,material
5,kamatis,food,27,matigas,berde,texture,0.05,color
5,kamatis,food,28,pula,malambot,color,0.96,texture
6,sopa,furniture,3,bilog,luma,shape,0.88,age
6,kamatis,food,4,sariwa,bakal,age,0.09,material
6,mesa,furniture,5,aluminyo,berde,material,0.16,color
6,lampara,furniture,6,maikli,cuadrado,size,0.56,shape
6,karot,food,7,bilog,kahoy,shape,0.23,material
6,saging,food,8,mahaba,bilog,size,0.74,shape
6,kamatis,food,9,maikli,sariwa,size,0.75,age
6,sopa,furniture,10,malaki,matigas,size,0.66,texture
6,sopa,furniture,11,berde,tatsulok,color,0.67,shape
6,kamatis,food,12,sira,makinis,quality,0.89,texture
6,saging,food,13,malambot,puti,texture,0.77,color
6,saging,food,14,parihaba,bakal,shape,0.75,material
6,kamatis,food,15,makinis,maganda,texture,0.58,quality
6,karot,food,16,parihaba,matigas,shape,0.2,texture
6,television,furniture,17,parihaba,bakal,shape,0.7,material
6,kamatis,food,18,maganda,dilaw,quality,0.63,color
6,mansanas,food,19,bilog,maganda,shape,0.45,quality
6,lampara,furniture,20,bilog,maliit,shape,0.31,size
6,keso,food,21,maikli,parihaba,size,0.49,shape
6,mesa,furniture,22,maganda,asul,quality,0.69,color
6,silya,furniture,23,bakal,puti,material,0.34,color
6,kamatis,food,24,bago,itim,age,0.25,color
6,lampara,furniture,25,aluminyo,matigas,material,0.3,texture
6,mesa,furniture,26,malaki,bilog,size,0.45,shape
6,mansanas,food,27,tatsulok,berde,shape,0.18,color
6,silya,furniture,28,puti,makinis,color,0.31,texture
7,keso,food,3,luma,bilog,age,1,shape
7,keso,food,4,maganda,dilaw,quality,0.96,color
7,silya,furniture,5,itim,malaki,color,0.96,size
7,television,furniture,6,maganda,bilog,quality,0.04,shape
7,mansanas,food,7,makinis,mahaba,texture,0.96,size
7,karot,food,8,malaki,matigas,size,0.07,texture
7,keso,food,9,dilaw,maliit,color,0.87,size
7,keso,food,10,asul,sira,color,0.88,quality
7,mesa,furniture,11,parihaba,luma,shape,0.73,age
7,sopa,furniture,12,bilog,puti,shape,0.18,color
7,silya,furniture,13,aluminyo,parihaba,material,0.78,shape
7,kamatis,food,14,sariwa,puti,age,0.96,color
7,mesa,furniture,15,bulok,mahaba,age,0.91,size
7,lampara,furniture,16,maganda,bago,quality,0.12,age
7,lampara,furniture,17,mahaba,matigas,size,0.14,texture
7,kamatis,food,18,itim,malambot,color,0.12,texture
7,mansanas,food,19,parihaba,itim,shape,0.87,color
7,mesa,furniture,20,cuadrado,mahaba,shape,1,size
7,kamatis,food,21,cuadrado,kahoy,shape,0.98,material
7,mansanas,food,22,makinis,puti,texture,0.98,color
7,karot,food,23,bulok,matigas,age,0.95,texture
7,sopa,furniture,24,dilaw,bago,color,0.96,age
7,sopa,furniture,25,bago,malaki,age,0.01,size
7,television,furniture,26,bulok,bakal,age,0.94,material
7,mesa,furniture,27,maikli,matigas,size,0.97,texture
7,silya,furniture,28,bilog,pula,shape,0.96,color
8,sopa,furniture,3,asul,mahaba,color,0.76,size
8,lampara,furniture,4,bakal,makinis,material,0.45,texture
8,silya,furniture,5,malambot,bilog,texture,0.53,shape
8,television,furniture,6,bilog,malaki,shape,0.56,size
8,silya,furniture,7,bakal,tatsulok,material,0.5,shape
8,saging,food,8,bilog,maganda,shape,0.62,quality
8,television,furniture,9,maganda,bago,quality,0.61,age
8,kamatis,food,10,sira,puti,quality,0.57,color
8,television,furniture,11,aluminyo,puti,material,0.47,color
8,saging,food,12,sira,puti,quality,0.54,color
8,saging,food,13,bulok,maikli,age,0.66,size
8,silya,furniture,14,itim,sira,color,0.64,quality
8,keso,food,15,asul,sira,color,0.51,quality
8,kamatis,food,16,aluminyo,malambot,material,0.57,texture
8,lampara,furniture,17,malaki,puti,size,0.43,color
8,kamatis,food,18,bago,itim,age,0.53,color
8,television,furniture,19,dilaw,maganda,color,0.29,quality
8,karot,food,20,berde,matigas,color,0.56,texture
8,mansanas,food,21,aluminyo,cuadrado,material,0.21,shape
8,karot,food,22,luma,sira,age,0.58,quality
8,keso,food,23,maganda,maikli,quality,0.39,size
8,mesa,furniture,24,asul,luma,color,0.46,age
8,mesa,furniture,25,puti,parihaba,color,0.5,shape
8,saging,food,26,puti,sira,color,0.57,quality
8,lampara,furniture,27,kahoy,sira,material,0.67,quality
8,saging,food,28,luma,bilog,age,0.45,shape
